choice,value,subject,trial,rt,fixations,fix_times
2,"[1.0, 6.0, 5.0]",6,16,2564,"[2, 1, 3, 2]","[338, 319, 600, 857]"
2,"[1.0, 5.0, 2.0]",11,92,3136,"[2, 1, 3, 1, 2, 1, 2]","[138, 239, 339, 180, 438, 638, 638]"
2,"[8.0, 4.0, 2.0]",17,66,1971,"[3, 2, 3, 2]","[259, 100, 118, 857]"
1,"[4.0, 2.0, 3.0]",8,7,1911,"[1, 3, 2, 1]","[479, 278, 419, 379]"
3,"[4.0, 5.0, 7.0]",22,47,1324,"[2, 1, 3]","[180, 358, 418]"
2,"[5.0, 8.0, 3.0]",5,44,1146,"[1, 3, 1]","[359, 320, 59]"
2,"[5.0, 8.0, 3.0]",15,9,1313,"[1, 2, 3]","[298, 339, 280]"
3,"[7.0, 3.0, 4.0]",10,23,1328,"[2, 3]","[298, 718]"
1,"[7.0, 6.0, 9.0]",23,75,2770,"[1, 2, 3, 1, 3, 1]","[238, 438, 377, 875, 377, 61]"
3,"[2.0, 1.0, 5.0]",12,23,1246,"[2, 3, 1, 3]","[240, 139, 239, 180]"
2,"[1.0, 2.0, 4.0]",4,97,1724,"[2, 1, 3, 2]","[339, 219, 458, 478]"
1,"[10.0, 1.0, 3.0]",4,78,698,[1],[457]
1,"[3.0, 7.0, 1.0]",13,81,2037,"[2, 3, 1, 2]","[498, 279, 259, 659]"
2,"[4.0, 3.0, 1.0]",3,18,1627,"[1, 3, 2]","[817, 199, 20]"
2,"[6.0, 7.0, 5.0]",16,17,3383,"[2, 3, 1, 3, 2]","[577, 279, 677, 519, 936]"
3,"[2.0, 3.0, 8.0]",5,26,1381,"[2, 1, 3]","[258, 239, 519]"
3,"[5.0, 2.0, 7.0]",16,45,2357,"[1, 3, 2, 3]","[398, 738, 877, 20]"
1,"[8.0, 2.0, 5.0]",25,4,3348,"[1, 2, 3, 1]","[996, 418, 797, 757]"
2,"[2.0, 8.0, 4.0]",29,53,2052,"[2, 1, 3, 2]","[319, 315, 239, 775]"
3,"[4.0, 8.0, 5.0]",22,73,2068,"[2, 1, 3, 2]","[179, 298, 559, 638]"
1,"[5.0, 1.0, 3.0]",2,1,2925,"[2, 1, 3, 1, 2, 1]","[239, 358, 399, 259, 419, 538]"
2,"[1.0, 3.0, 2.0]",1,70,1297,"[3, 1, 2]","[160, 219, 518]"
1,"[2.0, 1.0, 3.0]",2,95,2034,"[1, 3, 2, 3, 1]","[220, 319, 398, 319, 419]"
3,"[8.0, 3.0, 5.0]",19,64,1020,"[3, 1, 3]","[339, 199, 40]"
1,"[9.0, 6.0, 7.0]",27,15,1501,"[3, 2, 1]","[299, 318, 498]"
2,"[2.0, 7.0, 5.0]",18,81,2730,"[2, 1, 3, 1, 2]","[896, 219, 430, 219, 519]"
3,"[1.0, 5.0, 6.0]",30,82,1524,"[3, 1, 2, 3]","[416, 340, 319, 101]"
1,"[5.0, 2.0, 4.0]",10,39,2725,"[2, 1, 3, 2, 1]","[318, 579, 617, 361, 518]"
3,"[2.0, 1.0, 3.0]",1,83,1555,"[2, 3, 1, 2, 3]","[200, 238, 199, 439, 61]"
1,"[5.0, 3.0, 2.0]",25,18,7398,"[2, 1, 3, 2, 1]","[1215, 656, 339, 3986, 857]"
3,"[1.0, 2.0, 5.0]",14,83,1324,"[1, 3, 2, 3]","[199, 298, 359, 163]"
3,"[3.0, 2.0, 4.0]",21,18,2923,"[1, 3, 2, 3, 1, 3]","[377, 1017, 320, 180, 340, 260]"
2,"[2.0, 9.0, 5.0]",12,90,2220,"[3, 1, 2, 3, 2]","[200, 339, 399, 359, 180]"
3,"[8.0, 5.0, 3.0]",25,86,5265,"[1, 3, 1, 3, 1, 2, 3]","[259, 217, 1155, 1017, 717, 416, 997]"
3,"[5.0, 2.0, 9.0]",20,35,2339,"[2, 3, 1, 3]","[558, 498, 377, 475]"
1,"[9.0, 8.0, 1.0]",29,6,6212,"[1, 2, 3, 1, 2, 1, 2, 1]","[358, 438, 494, 1097, 1458, 539, 418, 615]"
2,"[3.0, 8.0, 4.0]",18,69,2522,"[1, 3, 2, 3, 2]","[856, 299, 279, 278, 299]"
2,"[6.0, 4.0, 1.0]",8,3,6643,"[2, 1, 3, 2, 1, 2, 1, 2]","[578, 817, 518, 658, 758, 518, 1595, 697]"
2,"[1.0, 7.0, 3.0]",9,32,829,"[2, 3]","[278, 279]"
2,"[5.0, 7.0, 3.0]",18,15,2734,"[1, 2, 3, 2]","[618, 598, 517, 200]"
3,"[1.0, 3.0, 6.0]",6,56,2707,"[2, 3, 1, 3]","[179, 437, 419, 1256]"
2,"[3.0, 4.0, 1.0]",14,53,1739,"[1, 2, 3, 2]","[338, 439, 300, 242]"
2,"[2.0, 6.0, 3.0]",5,62,2137,"[2, 1, 3, 2]","[457, 299, 459, 473]"
3,"[4.0, 5.0, 7.0]",28,45,1899,"[3, 1, 2, 3]","[240, 299, 458, 599]"
2,"[1.0, 5.0, 3.0]",30,74,1569,"[3, 2, 1, 2]","[199, 300, 498, 159]"
1,"[3.0, 4.0, 2.0]",8,70,887,[1],[518]
3,"[1.0, 4.0, 3.0]",21,21,13545,"[1, 3, 2, 3, 1, 3, 2, 1, 3, 1, 2, 3, 2, 3]","[279, 359, 618, 1376, 260, 619, 419, 1037, 459, 558, 2471, 3350, 497, 319]"
1,"[8.0, 4.0, 2.0]",18,61,1894,"[2, 1, 3, 1]","[638, 359, 438, 78]"
1,"[7.0, 6.0, 2.0]",9,38,972,"[2, 1, 3]","[199, 218, 259]"
3,"[4.0, 3.0, 10.0]",15,69,1135,"[3, 1, 2]","[278, 279, 222]"
1,"[5.0, 4.0, 2.0]",23,15,1872,"[1, 3, 2]","[458, 419, 678]"
1,"[9.0, 2.0, 4.0]",29,73,1655,"[1, 2, 3, 1]","[498, 358, 340, 101]"
2,"[5.0, 9.0, 6.0]",18,71,3341,"[1, 3, 2, 1, 3, 2]","[574, 439, 398, 977, 269, 159]"
1,"[8.0, 5.0, 7.0]",15,37,1209,"[2, 1, 3]","[279, 279, 359]"
1,"[5.0, 2.0, 3.0]",30,52,2921,"[3, 1, 2, 3, 1, 3, 1]","[360, 239, 378, 439, 559, 339, 39]"
3,"[4.0, 3.0, 5.0]",3,77,1671,"[1, 3]","[281, 439]"
3,"[5.0, 8.0, 6.0]",8,75,1445,"[1, 3]","[399, 698]"
1,"[5.0, 7.0, 6.0]",16,70,4574,"[2, 1, 3, 2, 1]","[498, 478, 498, 1814, 638]"
2,"[3.0, 9.0, 4.0]",27,62,919,"[2, 3, 2]","[319, 238, 39]"
1,"[10.0, 4.0, 5.0]",13,94,1437,"[1, 2, 3, 2]","[179, 199, 291, 82]"
3,"[6.0, 2.0, 10.0]",23,43,1796,"[1, 3, 2, 1]","[276, 218, 338, 619]"
3,"[4.0, 6.0, 7.0]",15,57,1278,"[2, 3, 1]","[239, 378, 226]"
1,"[10.0, 8.0, 4.0]",25,3,7758,"[2, 1, 2, 3, 1]","[379, 1774, 1355, 498, 3329]"
2,"[1.0, 6.0, 2.0]",6,40,3334,"[2, 3, 1, 2]","[180, 419, 419, 1914]"
1,"[6.0, 4.0, 2.0]",8,71,1922,[1],[1594]
1,"[10.0, 1.0, 4.0]",17,46,804,[1],[517]
1,"[8.0, 3.0, 5.0]",5,64,1744,"[3, 1, 3, 2]","[172, 399, 399, 419]"
1,"[3.0, 1.0, 2.0]",11,29,1725,"[2, 3, 1]","[419, 219, 598]"
3,"[2.0, 4.0, 5.0]",29,63,3133,"[2, 3, 1, 2, 1, 3]","[338, 379, 438, 499, 658, 399]"
2,"[3.0, 8.0, 4.0]",24,24,4004,"[1, 3, 2, 1, 3, 1]","[278, 518, 1036, 380, 833, 280]"
1,"[1.0, 4.0, 5.0]",7,47,16545,"[1, 2, 3, 1, 2, 1, 3, 2, 1, 3, 1, 2]","[159, 20, 938, 1235, 2253, 1375, 2792, 2830, 679, 428, 1537, 500]"
2,"[3.0, 8.0, 4.0]",10,13,3593,"[2, 3, 1, 3, 2, 3, 2]","[179, 319, 379, 238, 499, 518, 957]"
1,"[8.0, 7.0, 5.0]",18,55,2438,"[1, 3, 1, 3, 2, 1]","[217, 57, 578, 259, 438, 219]"
2,"[6.0, 7.0, 4.0]",25,47,5423,"[2, 1, 3, 2, 3, 2]","[498, 815, 458, 1375, 1356, 478]"
1,"[6.0, 7.0, 4.0]",23,32,1415,"[1, 3]","[239, 917]"
2,"[3.0, 7.0, 2.0]",4,2,1683,"[1, 3, 2, 1]","[180, 359, 658, 180]"
2,"[5.0, 8.0, 6.0]",15,21,1389,"[2, 3, 1, 2]","[417, 219, 199, 219]"
1,"[7.0, 8.0, 4.0]",20,99,1641,"[3, 1]","[137, 873]"
3,"[9.0, 4.0, 10.0]",22,9,1436,"[1, 3, 2, 3]","[299, 457, 199, 99]"
3,"[4.0, 5.0, 10.0]",20,33,1648,"[1, 3]","[433, 678]"
3,"[1.0, 2.0, 5.0]",29,84,2321,"[3, 1, 3, 2, 3]","[155, 419, 438, 518, 314]"
3,"[4.0, 1.0, 10.0]",13,2,1862,"[1, 3, 2, 3]","[378, 618, 179, 80]"
2,"[3.0, 4.0, 2.0]",13,71,2067,"[2, 1, 3, 2]","[239, 180, 318, 618]"
2,"[3.0, 4.0, 1.0]",17,27,2450,"[3, 1, 2, 3]","[20, 60, 1296, 40]"
2,"[3.0, 4.0, 2.0]",17,51,3053,"[1, 3, 2, 1]","[60, 279, 1017, 1097]"
3,"[8.0, 1.0, 9.0]",19,79,863,"[3, 1, 2]","[159, 252, 113]"
3,"[4.0, 6.0, 10.0]",27,40,1134,"[2, 3]","[319, 518]"
3,"[4.0, 2.0, 6.0]",9,5,1203,"[1, 2, 3]","[219, 178, 519]"
2,"[3.0, 4.0, 2.0]",13,38,1968,"[1, 3, 2, 3]","[139, 578, 459, 200]"
2,"[1.0, 4.0, 5.0]",4,54,1795,"[2, 1, 3, 2]","[119, 359, 200, 739]"
3,"[8.0, 1.0, 6.0]",24,100,2230,"[1, 3, 2, 1, 3]","[199, 319, 418, 358, 459]"
3,"[1.0, 3.0, 2.0]",1,76,778,"[3, 2]","[239, 263]"
1,"[7.0, 3.0, 4.0]",15,90,1753,"[2, 3, 1, 2, 1]","[180, 155, 557, 418, 40]"
3,"[2.0, 1.0, 3.0]",30,12,2936,"[1, 3, 2, 3, 1, 3]","[299, 338, 457, 537, 558, 320]"
1,"[5.0, 6.0, 1.0]",7,25,8343,"[2, 1, 2, 1, 3, 1, 2, 1]","[976, 1455, 538, 519, 837, 918, 1714, 599]"
3,"[4.0, 8.0, 6.0]",24,9,3563,"[2, 3, 1, 2, 3, 2, 1, 3]","[517, 458, 339, 398, 299, 498, 258, 259]"
2,"[4.0, 8.0, 3.0]",19,22,1031,"[2, 3, 1]","[141, 296, 222]"
2,"[1.0, 5.0, 3.0]",6,55,2754,"[2, 1, 3, 2, 3, 1]","[160, 119, 638, 478, 360, 461]"
3,"[1.0, 8.0, 10.0]",13,59,1859,"[1, 3, 2, 3]","[219, 259, 578, 319]"
1,"[2.0, 3.0, 1.0]",2,42,5224,"[1, 3, 2, 1, 3, 1, 2, 1]","[379, 279, 498, 378, 1077, 777, 657, 599]"
2,"[2.0, 6.0, 3.0]",24,91,3288,"[2, 1, 3, 2]","[557, 459, 339, 1652]"
3,"[3.0, 5.0, 6.0]",6,49,2662,"[2, 1, 3, 2, 1, 3]","[179, 319, 678, 379, 339, 299]"
1,"[2.0, 3.0, 1.0]",6,97,3345,"[2, 3, 1, 2, 1]","[179, 359, 260, 578, 1494]"
2,"[3.0, 5.0, 2.0]",26,48,1586,"[2, 3, 2]","[329, 310, 57]"
3,"[2.0, 4.0, 3.0]",10,68,2088,"[1, 3, 2, 3]","[418, 758, 479, 40]"
1,"[5.0, 4.0, 1.0]",24,58,5912,"[1, 3, 2, 1, 3, 1, 2, 3, 1]","[478, 458, 378, 379, 580, 633, 1033, 757, 439]"
1,"[3.0, 1.0, 2.0]",1,75,1347,"[3, 1, 2, 1]","[159, 240, 319, 220]"
3,"[3.0, 1.0, 2.0]",17,100,840,"[3, 1]","[260, 160]"
1,"[6.0, 5.0, 4.0]",25,34,5520,"[1, 2, 3, 1]","[1394, 419, 558, 2770]"
2,"[4.0, 5.0, 3.0]",29,80,2711,"[2, 3, 1, 2]","[178, 298, 479, 1337]"
1,"[10.0, 4.0, 1.0]",17,56,938,[1],[481]
1,"[9.0, 6.0, 5.0]",22,71,1725,"[1, 3, 2, 1, 3]","[337, 299, 299, 240, 179]"
1,"[7.0, 2.0, 3.0]",1,66,989,"[2, 1, 3, 2]","[158, 279, 139, 120]"
2,"[3.0, 9.0, 8.0]",15,71,2232,"[3, 1, 2, 3, 2]","[279, 139, 498, 737, 120]"
1,"[2.0, 4.0, 1.0]",8,90,2151,"[2, 1, 3, 1]","[20, 398, 498, 698]"
3,"[5.0, 4.0, 7.0]",23,81,1869,"[1, 2, 3, 1]","[197, 279, 457, 518]"
1,"[2.0, 3.0, 1.0]",14,11,2289,"[2, 3, 1, 2, 1]","[279, 219, 239, 419, 458]"
2,"[4.0, 7.0, 2.0]",21,90,7051,"[2, 1, 3, 2, 1, 3, 2, 1]","[161, 204, 358, 459, 897, 379, 2646, 1355]"
2,"[4.0, 8.0, 3.0]",10,15,2053,"[2, 3, 2, 1, 3, 2]","[78, 278, 459, 197, 180, 200]"
3,"[2.0, 6.0, 4.0]",12,69,1609,"[2, 1, 3]","[280, 219, 557]"
2,"[4.0, 3.0, 5.0]",10,98,1720,"[3, 1, 2]","[458, 339, 578]"
1,"[3.0, 4.0, 1.0]",14,38,1567,"[1, 3, 2, 1]","[339, 418, 439, 40]"
2,"[4.0, 3.0, 9.0]",10,38,1999,"[1, 2]","[498, 1158]"
2,"[5.0, 2.0, 3.0]",8,73,4402,"[2, 1, 3, 2, 1, 2]","[379, 697, 798, 1197, 280, 518]"
1,"[3.0, 1.0, 4.0]",19,67,1514,"[2, 1, 3, 1]","[159, 315, 419, 299]"
2,"[1.0, 6.0, 3.0]",6,7,3654,"[2, 1, 2, 1, 2, 3, 2]","[458, 379, 160, 219, 279, 279, 1236]"
3,"[3.0, 4.0, 8.0]",16,97,1969,"[1, 3, 2]","[418, 738, 498]"
3,"[6.0, 3.0, 4.0]",28,12,3863,"[3, 1, 2, 3, 1, 2, 3, 2]","[219, 340, 557, 841, 479, 93, 438, 200]"
1,"[4.0, 5.0, 2.0]",19,27,1401,"[3, 1, 2]","[134, 438, 454]"
1,"[5.0, 3.0, 2.0]",21,67,1238,"[2, 1, 3, 2, 1]","[159, 139, 259, 266, 27]"
2,"[2.0, 9.0, 3.0]",20,57,1683,"[1, 2, 3, 1]","[141, 361, 165, 101]"
2,"[3.0, 9.0, 6.0]",16,13,5881,"[2, 3, 1, 2, 3, 2, 1, 2]","[398, 558, 877, 574, 917, 559, 1176, 280]"
3,"[4.0, 5.0, 6.0]",28,40,1645,"[1, 3, 2, 1]","[259, 338, 596, 20]"
2,"[2.0, 6.0, 3.0]",29,16,1969,"[2, 3, 1, 2]","[219, 279, 439, 658]"
1,"[7.0, 3.0, 5.0]",7,61,3884,"[2, 1, 3, 1]","[1874, 588, 133, 678]"
3,"[6.0, 7.0, 3.0]",22,4,3862,"[1, 3, 2, 3]","[677, 458, 798, 1354]"
2,"[2.0, 4.0, 3.0]",17,97,1628,"[3, 1, 2]","[120, 40, 319]"
3,"[4.0, 1.0, 5.0]",2,100,1400,"[3, 1, 2, 1, 3]","[259, 219, 279, 140, 63]"
2,"[1.0, 2.0, 5.0]",10,65,1724,"[1, 2, 3]","[417, 438, 379]"
1,"[8.0, 2.0, 3.0]",19,9,1130,"[3, 1, 2]","[179, 273, 258]"
2,"[2.0, 3.0, 9.0]",26,18,3353,"[2, 3, 1, 3, 2]","[378, 561, 282, 100, 1397]"
1,"[5.0, 3.0, 7.0]",25,94,3060,"[2, 1, 2, 3, 1]","[418, 817, 618, 539, 219]"
3,"[4.0, 1.0, 5.0]",14,18,4028,"[1, 2, 3, 1, 3, 1, 3]","[379, 220, 458, 399, 518, 897, 617]"
1,"[5.0, 2.0, 1.0]",4,91,925,"[2, 1, 3]","[160, 239, 219]"
3,"[4.0, 3.0, 9.0]",16,20,6427,"[2, 1, 3, 2, 1, 3]","[379, 1654, 419, 697, 2790, 20]"
2,"[1.0, 4.0, 2.0]",11,30,1810,"[3, 1, 2, 3]","[199, 179, 518, 358]"
3,"[1.0, 4.0, 6.0]",30,17,1372,"[2, 1, 3]","[180, 299, 518]"
2,"[3.0, 7.0, 6.0]",19,25,1195,"[3, 2]","[157, 696]"
2,"[4.0, 7.0, 3.0]",25,29,5136,"[1, 3, 2, 1, 2]","[976, 418, 1576, 817, 937]"
1,"[8.0, 3.0, 2.0]",28,78,1013,"[2, 1, 3]","[165, 159, 300]"
3,"[1.0, 4.0, 7.0]",11,80,1128,"[2, 3, 1, 3]","[180, 340, 196, 20]"
2,"[2.0, 4.0, 3.0]",3,36,4506,"[2, 1, 3, 1, 2]","[340, 361, 1637, 399, 1416]"
3,"[6.0, 3.0, 5.0]",5,35,1780,"[2, 3, 1, 2]","[556, 379, 338, 139]"
3,"[3.0, 2.0, 9.0]",27,57,1185,"[2, 3, 1]","[279, 278, 320]"
1,"[10.0, 1.0, 3.0]",19,82,732,"[1, 3]","[218, 200]"
2,"[4.0, 10.0, 7.0]",24,38,1940,"[2, 1, 3, 2]","[498, 359, 499, 259]"
3,"[1.0, 4.0, 9.0]",29,45,1222,"[2, 3]","[466, 377]"
3,"[3.0, 1.0, 2.0]",1,55,1100,"[2, 1, 3]","[180, 199, 439]"
3,"[2.0, 1.0, 3.0]",14,66,4158,"[2, 3, 1, 3, 1, 2, 3, 1, 3]","[399, 279, 398, 577, 597, 418, 418, 278, 299]"
2,"[1.0, 7.0, 2.0]",12,2,1341,"[1, 2]","[140, 719]"
3,"[1.0, 2.0, 3.0]",17,50,1967,"[2, 1, 3, 2]","[59, 141, 376, 556]"
1,"[3.0, 4.0, 2.0]",10,97,3043,"[1, 3, 2, 3, 1]","[438, 238, 538, 459, 937]"
2,"[2.0, 4.0, 1.0]",17,47,2269,"[1, 2, 3, 1, 2]","[100, 159, 179, 438, 538]"
3,"[4.0, 2.0, 10.0]",17,93,644,[3],[240]
3,"[5.0, 1.0, 6.0]",7,91,12553,"[2, 1, 3, 1, 3, 1, 3]","[2061, 1296, 1315, 2013, 1615, 2790, 678]"
2,"[5.0, 1.0, 6.0]",22,22,2115,"[2, 1, 3, 1]","[179, 279, 757, 519]"
2,"[7.0, 4.0, 2.0]",21,31,10418,"[1, 2, 3, 1, 2, 1, 3, 2, 1, 3, 2]","[318, 79, 638, 359, 538, 811, 379, 3269, 1714, 1037, 559]"
3,"[1.0, 2.0, 10.0]",17,6,1474,"[1, 3]","[219, 877]"
2,"[5.0, 6.0, 4.0]",2,17,3724,"[1, 2, 3, 1, 2]","[735, 243, 237, 1874, 140]"
2,"[3.0, 4.0, 2.0]",17,69,1418,"[2, 3, 2, 1]","[140, 239, 120, 400]"
2,"[2.0, 3.0, 6.0]",25,97,1787,[2],[1475]
2,"[1.0, 7.0, 4.0]",4,27,1971,"[1, 3, 2, 1, 3]","[159, 537, 518, 240, 119]"
2,"[6.0, 4.0, 1.0]",6,35,2287,"[3, 1, 2]","[219, 758, 837]"
3,"[1.0, 2.0, 8.0]",12,1,795,"[2, 3]","[139, 260]"
1,"[5.0, 2.0, 1.0]",5,74,1645,"[3, 1, 2, 1, 3]","[119, 258, 399, 140, 162]"
2,"[3.0, 5.0, 6.0]",16,15,5828,"[2, 3, 1, 2]","[318, 556, 1395, 3150]"
3,"[6.0, 1.0, 9.0]",9,50,717,"[3, 1]","[398, 39]"
1,"[10.0, 5.0, 8.0]",13,27,2880,"[2, 1, 2, 3, 1]","[179, 238, 359, 757, 558]"
1,"[4.0, 5.0, 2.0]",10,35,2076,"[1, 3, 2, 1]","[219, 219, 219, 1038]"
2,"[6.0, 5.0, 1.0]",7,46,3456,"[1, 3, 2]","[937, 1058, 1178]"
3,"[2.0, 1.0, 3.0]",1,25,1624,"[3, 1, 3]","[299, 339, 538]"
3,"[9.0, 8.0, 10.0]",19,43,1244,"[2, 3, 1, 3]","[180, 159, 441, 120]"
3,"[3.0, 2.0, 4.0]",16,76,9657,"[1, 3, 2, 3, 1, 3, 2, 1, 2, 3]","[437, 438, 2610, 1036, 638, 2233, 498, 458, 558, 58]"
2,"[5.0, 8.0, 6.0]",28,98,2140,"[1, 3, 2]","[438, 298, 758]"
3,"[1.0, 2.0, 3.0]",6,90,2311,"[2, 3, 1, 2, 3]","[186, 299, 320, 577, 479]"
1,"[7.0, 5.0, 4.0]",30,59,1149,"[2, 1, 3]","[200, 458, 139]"
2,"[5.0, 6.0, 2.0]",28,51,2183,"[2, 3, 1, 2]","[219, 318, 359, 937]"
3,"[2.0, 3.0, 10.0]",13,18,1404,"[1, 3, 2, 3]","[298, 219, 200, 99]"
3,"[1.0, 4.0, 6.0]",29,5,4910,"[3, 1, 2, 3, 1, 3, 2]","[139, 478, 641, 1316, 916, 482, 160]"
1,"[3.0, 6.0, 2.0]",6,20,3669,"[1, 3, 2, 1, 2, 1]","[260, 358, 399, 799, 471, 658]"
2,"[1.0, 3.0, 2.0]",1,61,1411,"[3, 1, 3, 2, 3]","[179, 199, 199, 219, 239]"
2,"[2.0, 4.0, 1.0]",17,1,1937,"[2, 1, 2]","[299, 439, 839]"
1,"[4.0, 2.0, 1.0]",17,99,1916,"[1, 2, 3, 1]","[118, 299, 338, 559]"
2,"[2.0, 4.0, 8.0]",24,51,3885,"[2, 3, 1, 2, 3, 2]","[617, 378, 519, 1017, 778, 180]"
3,"[3.0, 6.0, 4.0]",5,9,2643,"[2, 3, 1, 2, 3]","[697, 457, 460, 418, 140]"
1,"[9.0, 7.0, 2.0]",27,21,1507,"[2, 3, 1]","[279, 358, 518]"
2,"[3.0, 9.0, 5.0]",29,66,1766,"[1, 3, 2]","[235, 418, 757]"
2,"[3.0, 4.0, 1.0]",3,42,1680,"[2, 1, 3, 2]","[140, 357, 438, 121]"
1,"[6.0, 3.0, 1.0]",27,20,1124,[1],[837]
3,"[1.0, 2.0, 3.0]",30,62,1889,"[2, 3, 1, 2, 3]","[179, 339, 358, 299, 319]"
3,"[6.0, 4.0, 7.0]",28,80,1688,"[2, 3, 1, 3]","[198, 239, 637, 199]"
1,"[6.0, 3.0, 5.0]",6,99,3553,"[2, 1, 3, 1, 3, 1]","[239, 797, 399, 538, 378, 600]"
1,"[9.0, 1.0, 8.0]",11,22,969,[1],[637]
3,"[4.0, 1.0, 9.0]",19,53,921,"[2, 3]","[139, 437]"
3,"[8.0, 1.0, 10.0]",20,69,1136,"[1, 3]","[243, 155]"
3,"[1.0, 2.0, 4.0]",17,76,1018,"[3, 1]","[140, 280]"
3,"[4.0, 2.0, 1.0]",2,50,1937,"[2, 1, 3, 2]","[218, 319, 398, 642]"
1,"[8.0, 1.0, 2.0]",11,46,1209,"[1, 2, 3, 1]","[219, 160, 421, 20]"
1,"[8.0, 1.0, 6.0]",19,81,934,"[3, 1]","[180, 373]"
3,"[2.0, 3.0, 5.0]",7,34,3730,"[2, 1, 3]","[1934, 617, 719]"
1,"[6.0, 5.0, 1.0]",24,78,2181,"[2, 3, 1]","[516, 199, 1156]"
3,"[5.0, 3.0, 8.0]",28,57,1375,"[3, 1, 2, 1]","[397, 220, 339, 19]"
2,"[1.0, 6.0, 8.0]",29,41,4283,"[1, 2, 3, 2, 1, 3, 1, 2]","[338, 837, 699, 398, 219, 499, 140, 479]"
1,"[4.0, 2.0, 3.0]",13,25,2614,"[2, 1, 3, 2, 1]","[418, 279, 438, 399, 422]"
2,"[3.0, 6.0, 1.0]",6,26,2692,"[2, 3, 1, 2]","[99, 120, 417, 1494]"
1,"[10.0, 7.0, 9.0]",22,70,1356,"[1, 3, 1]","[356, 398, 219]"
1,"[8.0, 7.0, 5.0]",28,83,1190,"[2, 1]","[279, 598]"
3,"[3.0, 1.0, 5.0]",4,87,1537,"[2, 1, 3]","[259, 358, 640]"
1,"[6.0, 5.0, 1.0]",5,5,3067,"[3, 1, 2, 3, 1]","[219, 462, 1116, 579, 20]"
1,"[9.0, 10.0, 4.0]",27,96,1031,"[3, 1]","[219, 498]"
2,"[2.0, 3.0, 5.0]",10,37,2036,"[1, 2, 3, 2]","[578, 498, 479, 82]"
3,"[2.0, 3.0, 8.0]",5,51,1979,"[1, 3, 2, 1, 3]","[258, 299, 240, 339, 300]"
3,"[1.0, 4.0, 5.0]",9,47,901,"[1, 3, 2]","[220, 219, 201]"
1,"[2.0, 8.0, 7.0]",22,95,1894,"[3, 2, 1]","[169, 439, 897]"
1,"[3.0, 2.0, 4.0]",2,41,1256,"[2, 1, 3, 1]","[220, 339, 319, 40]"
1,"[10.0, 7.0, 5.0]",28,53,943,"[3, 1, 2]","[199, 252, 200]"
2,"[1.0, 7.0, 2.0]",10,100,1253,"[2, 1, 3, 2]","[279, 240, 338, 20]"
3,"[2.0, 3.0, 6.0]",13,15,2892,"[2, 1, 3, 2, 3, 2]","[776, 299, 438, 559, 20, 81]"
2,"[4.0, 6.0, 3.0]",27,86,1513,"[2, 3, 1, 2]","[140, 279, 278, 379]"
3,"[2.0, 3.0, 7.0]",25,21,7041,"[2, 1, 3, 2, 3]","[378, 180, 378, 1036, 4603]"
2,"[2.0, 4.0, 3.0]",21,45,2390,"[1, 3, 2]","[238, 737, 832]"
3,"[8.0, 4.0, 9.0]",11,91,704,"[1, 3]","[116, 298]"
2,"[7.0, 8.0, 2.0]",24,33,4680,"[1, 3, 2, 1, 3, 1, 2, 3, 1, 2]","[219, 359, 762, 718, 219, 259, 359, 518, 319, 246]"
1,"[5.0, 3.0, 2.0]",12,72,924,"[1, 2, 1]","[260, 159, 121]"
2,"[3.0, 9.0, 1.0]",19,51,941,"[2, 3, 1]","[160, 216, 179]"
1,"[6.0, 3.0, 4.0]",9,40,1273,"[1, 2, 3, 1]","[219, 220, 299, 62]"
1,"[2.0, 5.0, 1.0]",23,27,2588,"[2, 1, 3, 2]","[398, 439, 421, 836]"
1,"[10.0, 3.0, 8.0]",26,94,1435,"[2, 1]","[238, 787]"
1,"[6.0, 7.0, 4.0]",30,6,1132,"[1, 3, 2]","[418, 298, 101]"
3,"[1.0, 5.0, 2.0]",4,38,1793,"[1, 3, 2, 1, 3]","[278, 259, 538, 179, 119]"
2,"[6.0, 10.0, 2.0]",23,96,1000,"[1, 2, 3]","[199, 318, 142]"
3,"[5.0, 6.0, 8.0]",16,16,8301,"[1, 3, 2, 3, 1, 2, 3]","[558, 438, 1555, 1176, 1276, 977, 1814]"
3,"[3.0, 2.0, 9.0]",19,23,833,[3],[460]
3,"[1.0, 5.0, 4.0]",13,79,2419,"[1, 2, 3, 1, 2, 3]","[239, 140, 638, 479, 419, 59]"
2,"[4.0, 10.0, 1.0]",19,8,936,"[2, 3, 1]","[140, 296, 79]"
1,"[9.0, 8.0, 1.0]",20,46,2271,"[2, 1, 3, 1, 2]","[458, 438, 311, 20, 159]"
3,"[3.0, 1.0, 5.0]",4,98,1635,"[1, 2, 3]","[279, 518, 499]"
1,"[10.0, 2.0, 5.0]",18,87,2137,"[1, 3, 2, 1]","[636, 458, 359, 379]"
1,"[8.0, 10.0, 9.0]",22,6,2789,"[1, 3, 2, 1]","[697, 618, 518, 578]"
2,"[2.0, 4.0, 1.0]",17,80,968,"[2, 1, 3]","[20, 100, 40]"
2,"[1.0, 6.0, 5.0]",2,2,2889,"[2, 3, 1, 3, 1, 2]","[716, 239, 677, 180, 139, 339]"
3,"[1.0, 6.0, 4.0]",19,96,1388,"[1, 3, 2, 3]","[179, 339, 517, 40]"
